hotel_id,min_price
478,216450.0
479,1556225.0
480,1619048.0
481,-1.0
482,798921.0
483,1281401.0
484,2022274.0
485,912000.0
486,-1.0
487,-1.0
488,2687525.0
489,1298701.0
491,870000.0
493,-1.0
496,-1.0
497,1147000.0
498,6647428.0
499,725423.0
500,-1.0
503,669697.0
504,545795.0
505,-1.0
506,-1.0
507,1468429.0
508,-1.0
510,415584.0
511,-1.0
512,2168476.0
513,-1.0
514,838868.0
517,623377.0
518,-1.0
519,-1.0
520,600000.0
521,-1.0
523,-1.0
524,651588.0
525,-1.0
527,-1.0
528,2613707.0
529,-1.0
530,742000.0
531,715000.0
534,985074.0
535,815139.0
536,-1.0
538,699134.0
540,-1.0
541,1083290.0
542,649775.0
543,-1.0
545,-1.0
546,-1.0
547,257143.0
548,-1.0
549,734199.0
550,529286.0
551,597618.0
552,898789.0
553,2140794.0
554,-1.0
555,831196.0
556,594794.0
557,433000.0
558,-1.0
559,669100.0
560,1530000.0
561,-1.0
562,793170.0
563,499826.0
564,-1.0
565,1914581.0
566,-1.0
569,936600.0
570,-1.0
571,-1.0
572,701299.0
574,599192.0
575,-1.0
576,-1.0
577,1270060.0
579,-1.0
580,-1.0
581,-1.0
584,-1.0
586,-1.0
589,735300.0
590,651515.0
591,2264945.0
592,780000.0
594,2958967.0
595,600000.0
596,-1.0
600,1163800.0
601,-1.0
602,1364958.0
603,2724000.0
604,588330.0
606,699057.0
607,-1.0
608,674092.0
609,1023269.0
610,-1.0
611,2002937.0
612,14300000.0
613,1438060.0
614,596852.0
615,428571.0
616,499327.0
617,-1.0
618,-1.0
619,352818.0
620,-1.0
621,-1.0
622,1060560.0
623,-1.0
625,-1.0
626,921253.0
628,1974026.0
629,899687.0
630,950000.0
631,-1.0
632,-1.0
633,507000.0
634,494334.0
635,-1.0
636,1660950.0
638,-1.0
639,-1.0
641,173160.0
642,1235158.0
643,2985105.0
644,1764000.0
645,656724.0
646,-1.0
647,-1.0
648,1328976.0
649,-1.0
651,-1.0
652,-1.0
653,1075000.0
654,858843.0
655,-1.0
656,6956883.0
657,573506.0
658,562740.0
659,498015.0
660,3208673.0
662,1145956.0
665,-1.0
666,650000.0
668,-1.0
669,1571680.0
671,776128.0
672,-1.0
673,1023269.0
674,432000.0
677,719273.0
680,1054934.0
681,2125200.0
683,-1.0
684,-1.0
685,727273.0
686,400000.0
687,653333.0
688,345000.0
689,-1.0
690,779221.0
691,-1.0
692,10000000.0
693,-1.0
694,875671.0
695,1371408.0
696,56000000.0
697,-1.0
698,880000.0
700,432900.0
701,3000000.0
702,735500.0
706,-1.0
707,875619.0
708,-1.0
709,1165714.0
712,345100.0
714,832852.0
715,849704.0
716,-1.0
717,-1.0
718,799720.0
719,400000.0
720,-1.0
723,2700000.0
724,848000.0
725,2571465.0
728,2282020.0
729,-1.0
730,600000.0
731,816609.0
733,923753.0
735,374545.0
737,1139980.0
738,-1.0
739,-1.0
741,-1.0
742,790000.0
743,-1.0
744,1295784.0
745,552000.0
747,1373822.0
750,-1.0
751,721022.0
754,1758687.0
755,-1.0
756,809524.0
757,-1.0
758,2695368.0
759,728018.0
760,-1.0
761,2336190.0
764,7017155.0
765,316509.0
767,-1.0
768,-1.0
769,904436.0
770,742064.0
772,677437.0
773,1864000.0
775,1451821.0
776,259740.0
777,-1.0
778,320000.0
780,-1.0
781,1409127.0
782,646544.0
783,7000000.0
784,188250.0
785,-1.0
786,595000.0
787,-1.0
789,467532.0
790,480681.0
791,394427.0
792,607888.0
795,324675.0
796,1596297.0
797,-1.0
799,1445652.0
800,750000.0
801,-1.0
802,-1.0
805,432400.0
806,-1.0
807,346320.0
810,247000.0
812,311582.0
813,2164379.0
814,662577.0
815,2016513.0
816,-1.0
819,-1.0
820,-1.0
822,-1.0
823,1495000.0
825,1152314.0
826,-1.0
828,-1.0
829,-1.0
830,1129280.0
831,14515214.0
832,386400.0
833,-1.0
835,535806.0
836,-1.0
837,599192.0
838,-1.0
839,2049211.0
840,-1.0
841,-1.0
842,950000.0
843,-1.0
844,1338398.0
845,-1.0
846,147186.0
847,796800.0
848,516894.0
849,440000.0
850,1363162.0
851,-1.0
852,673636.0
854,-1.0
855,3082841.0
857,1688223.0
858,-1.0
859,1209000.0
860,-1.0
861,600000.0
862,-1.0
863,389474.0
865,853650.0
866,-1.0
867,1310000.0
868,-1.0
869,750000.0
870,-1.0
871,-1.0
874,-1.0
875,943727.0
876,950000.0
878,3206487.0
881,4083644.0
882,-1.0
884,-1.0
885,288000.0
887,333000.0
888,1089160.0
889,2591909.0
890,297000.0
891,-1.0
892,-1.0
893,1960000.0
895,150000.0
896,2452207.0
897,1916887.0
898,2820996.0
899,3021818.0
900,-1.0
901,-1.0
902,332052.0
903,-1.0
904,-1.0
905,442500.0
906,-1.0
907,1004203.0
908,-1.0
909,815760.0
910,798923.0
912,-1.0
913,293604.0
915,256493.0
916,373500.0
917,620069.0
918,-1.0
919,413032.0
920,2373030.0
921,347100.0
923,-1.0
924,-1.0
925,-1.0
926,207792.0
927,432675.0
928,-1.0
930,346320.0
932,7000000.0
933,-1.0
935,1030000.0
936,-1.0
938,2672072.0
939,-1.0
940,-1.0
941,1188000.0
942,1742949.0
943,-1.0
946,590134.0
947,371095.0
948,573750.0
949,-1.0
952,-1.0
953,479831.0
954,2892204.0
955,-1.0
956,19870130.0
957,1336096.0
958,2446951.0
959,-1.0
960,840472.0
961,760000.0
962,500000.0
963,225108.0
964,-1.0
965,-1.0
966,1867331.0
967,320546.0
968,624000.0
969,-1.0
970,480000.0
971,1750000.0
972,540932.0
973,-1.0
975,550000.0
976,689760.0
977,14806107.0
978,443652.0
979,818182.0
980,1619544.0
981,-1.0
982,-1.0
983,550000.0
986,-1.0
987,1011152.0
988,1417385.0
989,-1.0
990,-1.0
992,-1.0
993,-1.0
994,-1.0
995,467532.0
996,749739.0
997,1744200.0
998,-1.0
999,398014.0
1000,-1.0
1001,1044559.0
1002,-1.0
1003,-1.0
1006,499327.0
1007,376493.0
1009,231000.0
1011,585711.0
1012,-1.0
1013,1480244.0
1014,900000.0
1015,-1.0
1017,-1.0
1018,-1.0
1019,743377.0
1022,727055.0
1023,333000.0
1025,2646234.0
1027,670000.0
1028,465060.0
1029,458173.0
1030,-1.0
1033,392400.0
1034,833330.0
1035,1300000.0
1036,522000.0
1037,519481.0
1038,-1.0
1039,400000.0
1040,659771.0
1041,1129062.0
1043,-1.0
1045,-1.0
1046,295100.0
1047,727500.0
1050,641273.0
1052,1386000.0
1053,-1.0
1054,-1.0
1055,-1.0
1056,-1.0
1057,-1.0
1058,560000.0
1062,2500000.0
1064,878564.0
1065,1036575.0
1069,1079624.0
1070,804688.0
1071,-1.0
1072,425309.0
1073,748988.0
1075,1426838.0
1076,849673.0
1077,-1.0
1078,519750.0
1079,401818.0
1080,-1.0
1081,498015.0
1082,-1.0
1083,884385.0
1084,720000.0
1086,-1.0
1087,824888.0
1088,699758.0
1089,690000.0
1090,-1.0
1091,-1.0
1092,234000.0
1093,-1.0
1094,388451.0
1095,898788.0
1096,-1.0
1097,-1.0
1098,1050000.0
1099,1386000.0
1101,1860000.0
1103,-1.0
1106,1285000.0
1107,711550.0
1108,-1.0
1110,620000.0
1111,549784.0
1112,3691022.0
1113,1850000.0
1115,1863000.0
1116,419435.0
1117,8409500.0
1118,1242000.0
1119,752727.0
1120,-1.0
1121,-1.0
1122,400000.0
1123,-1.0
1124,-1.0
1126,-1.0
1129,-1.0
1130,509313.0
1131,1525364.0
1132,-1.0
1133,309375.0
1135,344250.0
1136,574000.0
1137,-1.0
1140,-1.0
1142,-1.0
1143,-1.0
1144,1248318.0
1145,939123.0
1146,848855.0
1147,774000.0
1148,-1.0
1149,-1.0
1150,-1.0
1152,1120000.0
1154,865801.0
1155,-1.0
1156,280000.0
1157,1449500.0
1158,905752.0
1160,-1.0
1161,-1.0
1162,1108745.0
1163,672941.0
1165,-1.0
1166,-1.0
1168,700000.0
1170,235294.0
1172,480000.0
1174,-1.0
1176,2640000.0
1177,614250.0
1178,1152000.0
1180,4542521.0
1181,1648918.0
1182,1393121.0
1183,1024125.0
1184,550000.0
1185,597174.0
1186,318867.0
1187,1105000.0
1188,392157.0
1189,1148990.0
1190,595000.0
1192,-1.0
1193,755844.0
1194,2174568.0
1196,-1.0
1197,500000.0
1198,-1.0
1199,-1.0
1201,-1.0
1202,-1.0
1203,794890.0
1207,704348.0
1209,-1.0
1210,-1.0
1211,-1.0
1213,580000.0
1216,-1.0
1217,1000000.0
1220,-1.0
1221,147635807.0
1222,-1.0
1223,3402661.0
1224,2510823.0
1226,1075325.0
1227,416000.0
1228,-1.0
1229,-1.0
1230,-1.0
1232,388440.0
1233,234275.0
1235,981269.0
1236,-1.0
1237,-1.0
1238,800000.0
1240,-1.0
1241,600000.0
1242,2070000.0
1243,768831.0
1244,9986532.0
1246,1692075.0
1247,-1.0
1248,1034903.0
1249,2091450.0
1250,313636.0
1251,899687.0
1252,-1.0
1253,102700.0
1256,-1.0
1257,350003.0
1258,1483518.0
1259,-1.0
1260,2452715.0
1261,578261.0
1262,1126979.0
1264,-1.0
1265,5000000.0
1266,957667.0
1267,-1.0
1268,-1.0
1269,-1.0
1271,352941.0
1272,-1.0
1273,-1.0
1274,-1.0
1276,-1.0
1277,-1.0
1278,324675.0
1279,-1.0
1280,405194.0
1281,-1.0
1282,399461.0
1283,4980151.0
1284,554112.0
1285,-1.0
1286,500825.0
1287,1112078.0
1289,7544914.0
1290,683762.0
1291,513003.0
1292,-1.0
1293,6079768.0
1294,500000.0
1295,731015.0
1296,-1.0
1297,-1.0
1298,889799.0
1299,-1.0
1300,1048770.0
1303,-1.0
1304,-1.0
1308,848855.0
1309,-1.0
1310,8303750.0
1311,680441.0
1312,1386425.0
1313,914286.0
1314,682000.0
1315,1091766.0
1317,1049668.0
1318,-1.0
1320,452941.0
1323,519481.0
1324,-1.0
1325,550000.0
1326,-1.0
1328,1310000.0
1329,549259.0
1330,550000.0
1331,496753.0
1332,320000.0
1334,1144394.0
1335,823650.0
1338,1671371.0
1339,1227000.0
1340,900000.0
1341,941176.0
1343,1339500.0
1344,-1.0
1345,-1.0
1346,-1.0
1347,277056.0
1348,-1.0
1349,-1.0
1350,324675.0
1351,-1.0
1352,812700.0
1356,-1.0
1357,1168831.0
1358,874000.0
1359,-1.0
1360,455000.0
1361,561039.0
1362,-1.0
1365,-1.0
1367,356710.0
1372,-1.0
1373,848855.0
1374,769732.0
1375,949563.0
1376,900000.0
1377,1270000.0
1378,878040.0
1379,2537577.0
1380,1158439.0
1381,-1.0
1382,-1.0
1383,895559.0
1385,1357325.0
1386,1064810.0
1387,-1.0
1388,-1.0
1390,-1.0
1392,-1.0
1394,-1.0
1395,1601818.0
1396,810907.0
1397,-1.0
1398,-1.0
1399,1038961.0
1400,319783.0
1401,1489177.0
1402,-1.0
1403,5731650.0
1404,-1.0
1407,-1.0
1409,1316017.0
1410,-1.0
1411,-1.0
1412,852000.0
1413,1001886.0
1415,734012.0
1416,650000.0
1417,-1.0
1419,484920.0
1420,299596.0
1421,-1.0
1422,-1.0
1423,607183.0
1424,722500.0
1425,1697712.0
1426,-1.0
1427,-1.0
1428,6029902.0
1429,-1.0
1431,1350179.0
1432,-1.0
1433,250000.0
1434,484888.0
1435,1085004.0
1437,1740895.0
1438,-1.0
1440,-1.0
1442,765468.0
1443,-1.0
1445,-1.0
1446,1904222.0
1447,-1.0
1448,-1.0
1449,685500.0
1450,1373147.0
1451,-1.0
1452,427500.0
1453,1279555.0
1454,-1.0
1457,-1.0
1460,-1.0
1461,-1.0
1469,-1.0
1470,337317.0
1473,2249217.0
1474,300300.0
1476,42875067.0
1477,300000.0
1478,-1.0
1480,247500.0
1481,-1.0
1486,1296268.0
1488,1098519.0
1489,848006.0
1490,-1.0
1491,776250.0
1492,336322.0
1493,470588.0
1497,780948.0
1500,2058500.0
1506,-1.0
1509,299896.0
1510,590909.0
1511,-1.0
1513,2776667.0
1514,173160.0
1515,898788.0
1516,500000.0
1518,840000.0
1519,819000.0
1521,680000.0
1522,-1.0
1525,-1.0
1526,-1.0
1528,320000.0
1529,-1.0
1530,741512.0
1531,765000.0
1532,258824.0
1534,-1.0
1535,734743.0
1539,1990070.0
1540,-1.0
1542,822511.0
1543,-1.0
1544,-1.0
1547,892888.0
1549,1355636.0
1550,320000.0
1551,299596.0
1553,-1.0
1554,4986644.0
1555,-1.0
1556,272727.0
1558,294117.0
1563,456200.0
1564,-1.0
1565,-1.0
1574,804609.0
1576,-1.0
1577,1652690.0
1580,1249315.0
1581,-1.0
1583,686180.0
1584,-1.0
1585,-1.0
1587,-1.0
1589,1082251.0
1590,1427243.0
1591,509957.0
1592,7502883.0
1593,399860.0
1594,-1.0
1596,309524.0
1597,-1.0
1599,499327.0
1600,575801.0
1601,550632.0
1606,-1.0
1607,601483.0
1609,-1.0
1611,-1.0
1612,400000.0
1615,650000.0
1616,-1.0
1617,577299.0
1618,897272.0
1620,200000.0
1621,899687.0
1623,1169593.0
1624,512770.0
1628,673273.0
1631,353000.0
1634,506000.0
1637,635000.0
1639,-1.0
1640,-1.0
1641,850000.0
1642,779221.0
1645,-1.0
1648,779039.0
1649,-1.0
1651,500000.0
1652,-1.0
1653,399859.0
1654,2223865.0
1657,-1.0
1659,-1.0
1661,-1.0
1662,-1.0
1664,-1.0
1666,-1.0
1669,320000.0
1671,289608.0
1672,-1.0
1675,988655.0
1679,314812.0
1680,742172.0
1685,-1.0
1688,-1.0
1691,220000.0
1693,705882.0
1695,570000.0
1699,-1.0
1700,-1.0
1701,-1.0
1702,606061.0
1703,-1.0
1706,629359.0
1707,-1.0
1708,-1.0
1710,898788.0
1711,-1.0
1713,-1.0
1716,-1.0
1718,-1.0
1721,840000.0
1723,-1.0
1726,798923.0
1728,664426.0
1732,399859.0
1734,-1.0
1736,-1.0
1737,-1.0
1739,-1.0
1745,-1.0
1746,-1.0
1751,610000.0
1754,-1.0
1757,-1.0
1758,429419.0
1759,1220118.0
1760,454545.0
1761,-1.0
1763,-1.0
1764,850387.0
1766,541500.0
1770,995653.0
1771,857244.0
1773,-1.0
1774,782250.0
1775,3405718.0
1776,-1.0
1777,1196563.0
1780,676800.0
1781,346320.0
1782,674092.0
1783,-1.0
1784,606061.0
1785,869661.0
1787,-1.0
1788,-1.0
1789,-1.0
1790,-1.0
1792,-1.0
1799,788173.0
1800,-1.0
1802,-1.0
1803,-1.0
1805,1110212.0
1806,462960.0
1807,-1.0
1810,567532.0
1811,649125.0
1813,-1.0
1815,-1.0
1816,289898.0
1817,334549.0
1819,825000.0
1820,-1.0
1824,699758.0
1826,1860400.0
1827,-1.0
1828,788500.0
1829,561751.0
1832,-1.0
1833,855000.0
1835,-1.0
1836,468850.0
1838,715152.0
1839,-1.0
1840,750000.0
1842,-1.0
1845,2293265.0
1847,-1.0
1848,559307.0
1850,405845.0
1851,536085.0
1852,-1.0
1857,748880.0
1859,-1.0
1863,-1.0
1865,1259562.0
1866,-1.0
1867,-1.0
1868,-1.0
1869,-1.0
1870,514286.0
1872,1117194.0
1873,650753.0
1875,767972.0
1876,-1.0
1878,4874379.0
1879,333333.0
1882,259740.0
1886,-1.0
1889,-1.0
1890,1104044.0
1891,-1.0
1892,540000.0
1893,-1.0
1895,-1.0
1896,606061.0
1897,450000.0
1899,-1.0
1900,-1.0
1903,2201227.0
1906,583588.0
1907,-1.0
1909,647420.0
1912,1142049.0
1914,551082.0
1915,793679.0
1917,-1.0
1919,274550.0
1922,-1.0
1924,-1.0
1926,312000.0
1931,1200754.0
1935,-1.0
1936,259740.0
1937,3489524.0
1939,214344.0
1940,299596.0
1941,-1.0
1942,-1.0
1943,633794.0
1944,-1.0
1945,-1.0
1946,653611.0
1949,714286.0
1950,-1.0
1951,1288263.0
1952,1019526.0
1953,3487187.0
1954,352500.0
1955,-1.0
1956,-1.0
1958,-1.0
1959,859700.0
1961,-1.0
1962,-1.0
1964,1024000.0
1968,709754.0
1969,-1.0
1970,339881.0
1971,537318.0
1972,-1.0
1973,825000.0
1974,-1.0
1976,295000.0
1978,-1.0
1979,-1.0
1980,-1.0
1981,577503.0
1982,2439130.0
1984,2031323.0
1988,414869.0
1993,600000.0
1994,-1.0
1996,-1.0
1998,432900.0
2000,-1.0
2003,-1.0
2007,-1.0
2008,1331165.0
2010,450000.0
2011,550000.0
2014,-1.0
2015,-1.0
2020,2632814.0
2022,-1.0
2023,-1.0
2025,-1.0
2026,709650.0
2027,1398115.0
2029,225000.0
2033,1152314.0
2034,-1.0
2036,-1.0
2041,-1.0
2042,250000.0
2045,919913.0
2047,202381.0
2048,1252174.0
2049,793170.0
2050,649351.0
2051,360000.0
2052,-1.0
2053,60000.0
2058,849704.0
2061,454545.0
2062,216450.0
2064,500000.0
2065,798799.0
2066,400000.0
2067,-1.0
2068,-1.0
2069,-1.0
2071,692641.0
2072,1904762.0
2073,-1.0
2074,332386.0
2075,-1.0
2078,805000.0
2079,-1.0
2080,487224.0
2083,-1.0
2085,1250216.0
2090,376200.0
2091,-1.0
2092,1512987.0
2093,-1.0
2096,-1.0
2097,-1.0
2099,-1.0
2100,1111753.0
2101,2328383.0
2105,-1.0
2106,284000.0
2107,180000.0
2109,-1.0
2110,630000.0
2111,-1.0
2113,7417201.0
2114,-1.0
2116,-1.0
2118,-1.0
2119,-1.0
2120,-1.0
2121,-1.0
2122,1400000.0
2125,315000.0
2126,1560626.0
2127,-1.0
2128,-1.0
2132,-1.0
2133,432900.0
2134,589000.0
2135,616918.0
2137,-1.0
2139,448214.0
2140,550000.0
2141,507683.0
2142,-1.0
2143,-1.0
2144,114286.0
2145,910000.0
2146,230234.0
2147,678735.0
2149,606061.0
2150,589206.0
2151,702000.0
2153,-1.0
2154,649123.0
2155,-1.0
2156,-1.0
2161,623555.0
2163,602667.0
2166,-1.0
2168,874942.0
2169,-1.0
2170,2099269.0
2174,809617.0
2175,-1.0
2177,251082.0
2178,930633.0
2180,-1.0
2184,450000.0
2186,1070686.0
2188,199134.0
2189,267316.0
2190,1487505.0
2191,-1.0
2192,-1.0
2194,-1.0
2196,-1.0
2203,672000.0
2204,-1.0
2208,-1.0
2212,533000.0
2214,-1.0
2217,-1.0
2218,-1.0
2220,1067212.0
2226,3352822.0
2229,275000.0
2230,315003.0
2232,-1.0
2233,-1.0
2234,439875.0
2235,-1.0
2238,303030.0
2239,1923893.0
2240,390000.0
2242,341200.0
2248,269637.0
2250,-1.0
2251,-1.0
2255,480000.0
2256,-1.0
2258,320855.0
2260,411255.0
2263,580468.0
2265,-1.0
2266,767763.0
2267,320000.0
2269,401606.0
2272,-1.0
2273,-1.0
2276,1190000.0
2277,-1.0
2278,5975700.0
2280,-1.0
2281,-1.0
2282,-1.0
2285,-1.0
2286,213001.0
2287,360000.0
2289,316236.0
2290,405000.0
2291,-1.0
2293,-1.0
2298,-1.0
2299,-1.0
2300,-1.0
2301,-1.0
2302,1525686.0
2303,-1.0
2304,911682.0
2311,1507243.0
2313,-1.0
2315,-1.0
2316,-1.0
2318,800494.0
2319,656000.0
2321,-1.0
2322,216450.0
2323,-1.0
2326,555195.0
2327,509314.0
2328,-1.0
2329,-1.0
2333,450000.0
2334,990747.0
2337,1940400.0
2338,-1.0
2339,970520.0
2340,-1.0
2341,329004.0
2343,-1.0
2344,-1.0
2346,605301.0
2347,-1.0
2350,550000.0
2351,-1.0
2353,-1.0
2355,1680000.0
2356,324000.0
2357,-1.0
2358,2583716.0
2359,640000.0
2361,634800.0
2363,567000.0
2364,295000.0
2366,537457.0
2369,-1.0
2372,-1.0
2375,-1.0
2376,579799.0
2378,-1.0
2381,-1.0
2384,-1.0
2385,550000.0
2386,207720.0
2391,-1.0
2396,-1.0
2397,433636.0
2399,389610.0
2400,550000.0
2404,-1.0
2405,727273.0
2409,2005623.0
2410,429419.0
2411,449841.0
2412,-1.0
2414,-1.0
2416,2488327.0
2417,519481.0
2418,-1.0
2420,253800.0
2422,-1.0
2426,-1.0
2427,331364.0
2431,-1.0
2432,275000.0
2434,2228473.0
2435,-1.0
2436,-1.0
2437,295276.0
2438,-1.0
2440,475000.0
2445,830976.0
2448,418200.0
2449,288235.0
2450,398268.0
2451,450000.0
2454,-1.0
2455,891000.0
2460,842279.0
2461,-1.0
2463,-1.0
2465,825601.0
2468,-1.0
2469,-1.0
2471,-1.0
2474,-1.0
2475,351090.0
2481,350000.0
2482,805000.0
2483,315000.0
2484,-1.0
2486,-1.0
2487,935065.0
2489,-1.0
2491,644292.0
2494,712013.0
2500,581818.0
2501,526918.0
2502,-1.0
2505,353000.0
2506,245238.0
2507,600000.0
2508,-1.0
2509,759382.0
2510,529284.0
2513,939190.0
2516,-1.0
2517,-1.0
2521,-1.0
2522,-1.0
2523,163636.0
2524,-1.0
2526,-1.0
2532,447750.0
2533,2597491.0
2534,956483.0
2536,431600.0
2539,-1.0
2540,289608.0
2543,432000.0
2544,-1.0
2545,162980.0
2546,496733.0
2547,360042.0
2550,540000.0
2552,342000.0
2553,617579.0
2555,-1.0
2556,240000.0
2560,-1.0
2561,250000.0
2562,-1.0
2563,-1.0
2564,492857.0
2565,-1.0
2566,-1.0
2567,-1.0
2569,623377.0
2571,-1.0
2573,-1.0
2574,-1.0
2575,588235.0
2577,240000.0
2578,537038.0
2579,-1.0
2583,339210.0
2585,-1.0
2586,384999.0
2588,467836.0
2590,300000.0
2591,-1.0
2592,726568.0
2594,-1.0
2596,139675.0
2598,162727.0
2602,676564.0
2603,289870.0
2606,-1.0
2610,-1.0
2612,-1.0
2614,-1.0
2615,-1.0
2616,448485.0
2617,585148.0
2618,-1.0
2619,-1.0
2620,-1.0
2626,-1.0
2627,314390.0
2628,1858788.0
2630,455885.0
2631,2250000.0
2632,-1.0
2633,228000.0
2635,369460.0
2636,469367.0
2637,-1.0
2639,744000.0
2641,652621.0
2643,-1.0
2645,-1.0
2646,-1.0
2647,646186.0
2649,600000.0
2650,783644.0
2651,-1.0
2654,395000.0
2656,-1.0
2658,-1.0
2662,-1.0
2664,360800.0
2665,299596.0
2666,462801.0
2668,285714.0
2670,-1.0
2674,-1.0
2677,600000.0
2679,1601641.0
2680,1593720.0
2681,-1.0
2682,-1.0
2684,-1.0
2689,1309091.0
2691,700305.0
2693,456000.0
2694,1366967.0
2695,812730.0
2696,470610.0
2697,-1.0
2699,-1.0
2702,-1.0
2704,-1.0
2706,699060.0
2707,-1.0
2708,-1.0
2709,2071980.0
2711,-1.0
2712,781139.0
2715,432900.0
2716,-1.0
2720,755737.0
2721,387326.0
2722,-1.0
2723,850000.0
2724,500000.0
2725,376000.0
2726,396585.0
2730,216450.0
2731,-1.0
2732,350000.0
2733,-1.0
2734,712500.0
